,step,action
0,0.0,0.0
1,0.0,27.291828155517578
2,1.0,27.291828155517578
3,1.0,28.12628173828125
4,2.0,28.12628173828125
5,2.0,29.36538314819336
6,3.0,29.36538314819336
7,3.0,28.383543014526367
8,4.0,28.383543014526367
9,4.0,27.79479217529297
10,5.0,27.79479217529297
11,5.0,27.78399085998535
12,6.0,27.78399085998535
13,6.0,29.029027938842773
14,7.0,29.029027938842773
15,7.0,28.885591506958008
16,8.0,28.885591506958008
17,8.0,28.23735237121582
18,9.0,28.23735237121582
19,9.0,28.343008041381836
20,10.0,28.343008041381836
21,10.0,0.0
