,step,action
0,0.0,0.0
1,0.0,19.99889144528779
2,1.0,19.99889144528779
3,1.0,18.245599401305526
4,2.0,18.245599401305526
5,2.0,9.029468418010907
6,3.0,9.029468418010907
7,3.0,2.582074161465999
8,4.0,2.582074161465999
9,4.0,-1.3638481106748568
10,5.0,-1.3638481106748568
11,5.0,-2.4325413719109346
12,6.0,-2.4325413719109346
13,6.0,-2.0944434577499926
14,7.0,-2.0944434577499926
15,7.0,-3.619859575242006
16,8.0,-3.619859575242006
17,8.0,-3.3403166478208224
18,9.0,-3.3403166478208224
19,9.0,-1.6600184698468912
20,10.0,-1.6600184698468912
21,10.0,0.0
