,step,action
0,0.0,0.0
1,0.0,7.134194850921631
2,1.0,7.134194850921631
3,1.0,5.89520263671875
4,2.0,5.89520263671875
5,2.0,5.246038436889648
6,3.0,5.246038436889648
7,3.0,5.488814830780029
8,4.0,5.488814830780029
9,4.0,3.8473498821258545
10,5.0,3.8473498821258545
11,5.0,3.3415820598602295
12,6.0,3.3415820598602295
13,6.0,2.8003509044647217
14,7.0,2.8003509044647217
15,7.0,2.4678146839141846
16,8.0,2.4678146839141846
17,8.0,2.6410062313079834
18,9.0,2.6410062313079834
19,9.0,2.168776035308838
20,10.0,2.168776035308838
21,10.0,0.0
