,step,action
0,0.0,0.0
1,0.0,5.247641563415527
2,1.0,5.247641563415527
3,1.0,5.054434776306152
4,2.0,5.054434776306152
5,2.0,5.013706207275391
6,3.0,5.013706207275391
7,3.0,5.488095760345459
8,4.0,5.488095760345459
9,4.0,4.8555169105529785
10,5.0,4.8555169105529785
11,5.0,5.103618144989014
12,6.0,5.103618144989014
13,6.0,5.0079474449157715
14,7.0,5.0079474449157715
15,7.0,4.970131874084473
16,8.0,4.970131874084473
17,8.0,5.378534317016602
18,9.0,5.378534317016602
19,9.0,4.98919153213501
20,10.0,4.98919153213501
21,10.0,0.0
