,step,action
0,0.0,0.0
1,0.0,26.62225914001465
2,1.0,26.62225914001465
3,1.0,26.169836044311523
4,2.0,26.169836044311523
5,2.0,11.15316390991211
6,3.0,11.15316390991211
7,3.0,-0.926473081111908
8,4.0,-0.926473081111908
9,4.0,-2.817317247390747
10,5.0,-2.817317247390747
11,5.0,-2.866478443145752
12,6.0,-2.866478443145752
13,6.0,-2.2529594898223877
14,7.0,-2.2529594898223877
15,7.0,-2.0011420249938965
16,8.0,-2.0011420249938965
17,8.0,-3.5284242630004883
18,9.0,-3.5284242630004883
19,9.0,-3.2505550384521484
20,10.0,-3.2505550384521484
21,10.0,0.0
