,step,action
0,0.0,0.0
1,0.0,27.317057289854525
2,1.0,27.317057289854525
3,1.0,25.549553445253657
4,2.0,25.549553445253657
5,2.0,13.262575433978952
6,3.0,13.262575433978952
7,3.0,-0.33166991082828057
8,4.0,-0.33166991082828057
9,4.0,-7.483500179144511
10,5.0,-7.483500179144511
11,5.0,-6.147933394070677
12,6.0,-6.147933394070677
13,6.0,-9.435494397271981
14,7.0,-9.435494397271981
15,7.0,-8.191080644601222
16,8.0,-8.191080644601222
17,8.0,-7.29629632074605
18,9.0,-7.29629632074605
19,9.0,-9.589174021297675
20,10.0,-9.589174021297675
21,10.0,0.0
