,step,action
0,0.0,0.0
1,0.0,18.551462173461914
2,1.0,18.551462173461914
3,1.0,17.760074615478516
4,2.0,17.760074615478516
5,2.0,13.029071807861328
6,3.0,13.029071807861328
7,3.0,-0.14087159931659698
8,4.0,-0.14087159931659698
9,4.0,-7.534038543701172
10,5.0,-7.534038543701172
11,5.0,-8.961647987365723
12,6.0,-8.961647987365723
13,6.0,-9.978119850158691
14,7.0,-9.978119850158691
15,7.0,-8.825066566467285
16,8.0,-8.825066566467285
17,8.0,-9.16180419921875
18,9.0,-9.16180419921875
19,9.0,-8.654749870300293
20,10.0,-8.654749870300293
21,10.0,0.0
