,step,action
0,0.0,0.0
1,0.0,15.442931175231934
2,1.0,15.442931175231934
3,1.0,16.08494758605957
4,2.0,16.08494758605957
5,2.0,11.8578462600708
6,3.0,11.8578462600708
7,3.0,4.036785125732422
8,4.0,4.036785125732422
9,4.0,-8.478239059448242
10,5.0,-8.478239059448242
11,5.0,-10.785323143005371
12,6.0,-10.785323143005371
13,6.0,-10.596885681152344
14,7.0,-10.596885681152344
15,7.0,-10.530380249023438
16,8.0,-10.530380249023438
17,8.0,-10.342488288879395
18,9.0,-10.342488288879395
19,9.0,-10.040358543395996
20,10.0,-10.040358543395996
21,10.0,0.0
