,step,action
0,0.0,0.0
1,0.0,19.99999997896318
2,1.0,19.99999997896318
3,1.0,19.999999908294242
4,2.0,19.999999908294242
5,2.0,3.366562975749485
6,3.0,3.366562975749485
7,3.0,-7.1111513693762225
8,4.0,-7.1111513693762225
9,4.0,0.7509235123581773
10,5.0,0.7509235123581773
11,5.0,-1.4916583413142193
12,6.0,-1.4916583413142193
13,6.0,0.15375326608116507
14,7.0,0.15375326608116507
15,7.0,-0.31677768240775267
16,8.0,-0.31677768240775267
17,8.0,0.03195946217952094
18,9.0,0.03195946217952094
19,9.0,-0.06660599285071032
20,10.0,-0.06660599285071032
21,10.0,0.0
