,step,action
0,0.0,0.0
1,0.0,19.94943829285706
2,1.0,19.94943829285706
3,1.0,18.731590893313314
4,2.0,18.731590893313314
5,2.0,12.324076131522938
6,3.0,12.324076131522938
7,3.0,5.570779316761469
8,4.0,5.570779316761469
9,4.0,-1.6079316927742981
10,5.0,-1.6079316927742981
11,5.0,-6.040373166546598
12,6.0,-6.040373166546598
13,6.0,-7.455570312685853
14,7.0,-7.455570312685853
15,7.0,-6.043925967059125
16,8.0,-6.043925967059125
17,8.0,-6.654224740199535
18,9.0,-6.654224740199535
19,9.0,-7.9845212428478
20,10.0,-7.9845212428478
21,10.0,0.0
