,step,action
0,0.0,0.0
1,0.0,8.132987976074219
2,1.0,8.132987976074219
3,1.0,7.2088422775268555
4,2.0,7.2088422775268555
5,2.0,4.939273834228516
6,3.0,4.939273834228516
7,3.0,2.8577234745025635
8,4.0,2.8577234745025635
9,4.0,2.614089250564575
10,5.0,2.614089250564575
11,5.0,1.53362238407135
12,6.0,1.53362238407135
13,6.0,1.9693453311920166
14,7.0,1.9693453311920166
15,7.0,2.116459608078003
16,8.0,2.116459608078003
17,8.0,0.6370990872383118
18,9.0,0.6370990872383118
19,9.0,0.14480531215667725
20,10.0,0.14480531215667725
21,10.0,0.0
