,step,action
0,0.0,0.0
1,0.0,7.814523696899414
2,1.0,7.814523696899414
3,1.0,7.1632843017578125
4,2.0,7.1632843017578125
5,2.0,6.241749286651611
6,3.0,6.241749286651611
7,3.0,5.752498149871826
8,4.0,5.752498149871826
9,4.0,4.563395977020264
10,5.0,4.563395977020264
11,5.0,4.5468573570251465
12,6.0,4.5468573570251465
13,6.0,4.2826433181762695
14,7.0,4.2826433181762695
15,7.0,3.1346275806427
16,8.0,3.1346275806427
17,8.0,3.179553747177124
18,9.0,3.179553747177124
19,9.0,2.840492010116577
20,10.0,2.840492010116577
21,10.0,0.0
