,step,action
0,0.0,0.0
1,0.0,15.314188957214355
2,1.0,15.314188957214355
3,1.0,15.381431579589844
4,2.0,15.381431579589844
5,2.0,12.679031372070312
6,3.0,12.679031372070312
7,3.0,8.503868103027344
8,4.0,8.503868103027344
9,4.0,-7.480960845947266
10,5.0,-7.480960845947266
11,5.0,-8.823137283325195
12,6.0,-8.823137283325195
13,6.0,-9.203359603881836
14,7.0,-9.203359603881836
15,7.0,-9.480756759643555
16,8.0,-9.480756759643555
17,8.0,-9.207389831542969
18,9.0,-9.207389831542969
19,9.0,-9.250993728637695
20,10.0,-9.250993728637695
21,10.0,0.0
