,step,action
0,0.0,0.0
1,0.0,18.211371526569682
2,1.0,18.211371526569682
3,1.0,17.851000014822283
4,2.0,17.851000014822283
5,2.0,12.809872748777693
6,3.0,12.809872748777693
7,3.0,5.916544510825432
8,4.0,5.916544510825432
9,4.0,-0.24103682033489449
10,5.0,-0.24103682033489449
11,5.0,-3.270947529068793
12,6.0,-3.270947529068793
13,6.0,-7.649622930531579
14,7.0,-7.649622930531579
15,7.0,-7.2121982361167625
16,8.0,-7.2121982361167625
17,8.0,-6.704092032750801
18,9.0,-6.704092032750801
19,9.0,-8.238808624935103
20,10.0,-8.238808624935103
21,10.0,0.0
