,step,action
0,0.0,0.0
1,0.0,30.467675510231274
2,1.0,30.467675510231274
3,1.0,25.36756846524767
4,2.0,25.36756846524767
5,2.0,16.57666410764915
6,3.0,16.57666410764915
7,3.0,-3.5338509762810455
8,4.0,-3.5338509762810455
9,4.0,-14.231275135916356
10,5.0,-14.231275135916356
11,5.0,-17.405100549393865
12,6.0,-17.405100549393865
13,6.0,-12.945187885740912
14,7.0,-12.945187885740912
15,7.0,-13.618783573929926
16,8.0,-13.618783573929926
17,8.0,-13.564351489486894
18,9.0,-13.564351489486894
19,9.0,-14.402916998616359
20,10.0,-14.402916998616359
21,10.0,0.0
