,step,action
0,0.0,0.0
1,0.0,19.55877251311496
2,1.0,19.55877251311496
3,1.0,15.352510007983975
4,2.0,15.352510007983975
5,2.0,12.322680683207228
6,3.0,12.322680683207228
7,3.0,6.999846292796626
8,4.0,6.999846292796626
9,4.0,-0.07964502625835923
10,5.0,-0.07964502625835923
11,5.0,-3.0490306361917607
12,6.0,-3.0490306361917607
13,6.0,-6.140642048998304
14,7.0,-6.140642048998304
15,7.0,-5.312216372711616
16,8.0,-5.312216372711616
17,8.0,-8.230129400969059
18,9.0,-8.230129400969059
19,9.0,-5.582845888208312
20,10.0,-5.582845888208312
21,10.0,0.0
