,step,action
0,0.0,0.0
1,0.0,25.879756927490234
2,1.0,25.879756927490234
3,1.0,-7.713933944702148
4,2.0,-7.713933944702148
5,2.0,2.8484504222869873
6,3.0,2.8484504222869873
7,3.0,4.210959434509277
8,4.0,4.210959434509277
9,4.0,2.7960073947906494
10,5.0,2.7960073947906494
11,5.0,1.4017616510391235
12,6.0,1.4017616510391235
13,6.0,3.347993850708008
14,7.0,3.347993850708008
15,7.0,2.9223766326904297
16,8.0,2.9223766326904297
17,8.0,2.871344566345215
18,9.0,2.871344566345215
19,9.0,2.871311664581299
20,10.0,2.871311664581299
21,10.0,0.0
