,step,action
0,0.0,0.0
1,0.0,27.767791748046875
2,1.0,27.767791748046875
3,1.0,-17.41278076171875
4,2.0,-17.41278076171875
5,2.0,21.139982223510742
6,3.0,21.139982223510742
7,3.0,-18.098752975463867
8,4.0,-18.098752975463867
9,4.0,4.666087627410889
10,5.0,4.666087627410889
11,5.0,10.581640243530273
12,6.0,10.581640243530273
13,6.0,-15.086429595947266
14,7.0,-15.086429595947266
15,7.0,-0.6278678178787231
16,8.0,-0.6278678178787231
17,8.0,8.108833312988281
18,9.0,8.108833312988281
19,9.0,3.246633529663086
20,10.0,3.246633529663086
21,10.0,0.0
