,step,action
0,0.0,0.0
1,0.0,6.374054908752441
2,1.0,6.374054908752441
3,1.0,5.7058329582214355
4,2.0,5.7058329582214355
5,2.0,5.4206438064575195
6,3.0,5.4206438064575195
7,3.0,5.135385036468506
8,4.0,5.135385036468506
9,4.0,4.456583499908447
10,5.0,4.456583499908447
11,5.0,4.52626895904541
12,6.0,4.52626895904541
13,6.0,4.312449932098389
14,7.0,4.312449932098389
15,7.0,3.8563475608825684
16,8.0,3.8563475608825684
17,8.0,2.745500087738037
18,9.0,2.745500087738037
19,9.0,2.938429355621338
20,10.0,2.938429355621338
21,10.0,0.0
