,step,action
0,0.0,0.0
1,0.0,14.900020599365234
2,1.0,14.900020599365234
3,1.0,15.03748607635498
4,2.0,15.03748607635498
5,2.0,12.910539627075195
6,3.0,12.910539627075195
7,3.0,-2.5251805782318115
8,4.0,-2.5251805782318115
9,4.0,-7.65293550491333
10,5.0,-7.65293550491333
11,5.0,-9.825091361999512
12,6.0,-9.825091361999512
13,6.0,-8.973143577575684
14,7.0,-8.973143577575684
15,7.0,-8.677715301513672
16,8.0,-8.677715301513672
17,8.0,-9.405803680419922
18,9.0,-9.405803680419922
19,9.0,-8.692912101745605
20,10.0,-8.692912101745605
21,10.0,0.0
