,step,action
0,0.0,0.0
1,0.0,4.926222801208496
2,1.0,4.926222801208496
3,1.0,4.892981052398682
4,2.0,4.892981052398682
5,2.0,5.038917541503906
6,3.0,5.038917541503906
7,3.0,4.566445350646973
8,4.0,4.566445350646973
9,4.0,4.419151306152344
10,5.0,4.419151306152344
11,5.0,4.514212131500244
12,6.0,4.514212131500244
13,6.0,4.811430931091309
14,7.0,4.811430931091309
15,7.0,4.554647445678711
16,8.0,4.554647445678711
17,8.0,4.540542125701904
18,9.0,4.540542125701904
19,9.0,4.255508899688721
20,10.0,4.255508899688721
21,10.0,0.0
