,step,action
0,0.0,0.0
1,0.0,30.625136771108203
2,1.0,30.625136771108203
3,1.0,28.898593790864354
4,2.0,28.898593790864354
5,2.0,15.536646507999649
6,3.0,15.536646507999649
7,3.0,-2.062221405608027
8,4.0,-2.062221405608027
9,4.0,-8.76109270396274
10,5.0,-8.76109270396274
11,5.0,-12.49906952576588
12,6.0,-12.49906952576588
13,6.0,-11.734132391439985
14,7.0,-11.734132391439985
15,7.0,-12.480463653898152
16,8.0,-12.480463653898152
17,8.0,-11.643134355980944
18,9.0,-11.643134355980944
19,9.0,-10.550064957171053
20,10.0,-10.550064957171053
21,10.0,0.0
