,step,action
0,0.0,0.0
1,0.0,0.3749082684516907
2,1.0,0.3749082684516907
3,1.0,12.624907493591309
4,2.0,12.624907493591309
5,2.0,-4.18338680267334
6,3.0,-4.18338680267334
7,3.0,-0.7533686757087708
8,4.0,-0.7533686757087708
9,4.0,0.3242931365966797
10,5.0,0.3242931365966797
11,5.0,0.22472774982452393
12,6.0,0.22472774982452393
13,6.0,-0.2952338457107544
14,7.0,-0.2952338457107544
15,7.0,23.351226806640625
16,8.0,23.351226806640625
17,8.0,-6.811261177062988
18,9.0,-6.811261177062988
19,9.0,-1.6817975044250488
20,10.0,-1.6817975044250488
21,10.0,0.0
