,step,action
0,0.0,0.0
1,0.0,14.38674259185791
2,1.0,14.38674259185791
3,1.0,15.474464416503906
4,2.0,15.474464416503906
5,2.0,12.22874927520752
6,3.0,12.22874927520752
7,3.0,7.398985862731934
8,4.0,7.398985862731934
9,4.0,-3.0454421043395996
10,5.0,-3.0454421043395996
11,5.0,-8.718727111816406
12,6.0,-8.718727111816406
13,6.0,-8.414175987243652
14,7.0,-8.414175987243652
15,7.0,-9.35126781463623
16,8.0,-9.35126781463623
17,8.0,-9.426769256591797
18,9.0,-9.426769256591797
19,9.0,-8.254304885864258
20,10.0,-8.254304885864258
21,10.0,0.0
