,step,action
0,0.0,0.0
1,0.0,16.637056350708008
2,1.0,16.637056350708008
3,1.0,17.687116622924805
4,2.0,17.687116622924805
5,2.0,13.030574798583984
6,3.0,13.030574798583984
7,3.0,8.977211952209473
8,4.0,8.977211952209473
9,4.0,-8.639780044555664
10,5.0,-8.639780044555664
11,5.0,-10.190372467041016
12,6.0,-10.190372467041016
13,6.0,-10.430082321166992
14,7.0,-10.430082321166992
15,7.0,-10.187124252319336
16,8.0,-10.187124252319336
17,8.0,-10.833003997802734
18,9.0,-10.833003997802734
19,9.0,-10.135802268981934
20,10.0,-10.135802268981934
21,10.0,0.0
