,step,action
0,0.0,0.0
1,0.0,19.99889144528779
2,1.0,19.99889144528779
3,1.0,18.845723271608872
4,2.0,18.845723271608872
5,2.0,12.255521134949658
6,3.0,12.255521134949658
7,3.0,6.394549427670833
8,4.0,6.394549427670833
9,4.0,-1.1841259550376337
10,5.0,-1.1841259550376337
11,5.0,-6.4070122817165975
12,6.0,-6.4070122817165975
13,6.0,-7.797538867105542
14,7.0,-7.797538867105542
15,7.0,-9.501393515309594
16,8.0,-9.501393515309594
17,8.0,-9.280543203866074
18,9.0,-9.280543203866074
19,9.0,-7.601038576714756
20,10.0,-7.601038576714756
21,10.0,0.0
