,step,action
0,0.0,0.0
1,0.0,20.41675784740547
2,1.0,20.41675784740547
3,1.0,19.814947423665565
4,2.0,19.814947423665565
5,2.0,13.428278269499172
6,3.0,13.428278269499172
7,3.0,3.77372786300477
8,4.0,3.77372786300477
9,4.0,-0.9892530550692147
10,5.0,-0.9892530550692147
11,5.0,-6.708970422174261
12,6.0,-6.708970422174261
13,6.0,-7.768765368855517
14,7.0,-7.768765368855517
15,7.0,-8.42078890941174
16,8.0,-8.42078890941174
17,8.0,-7.9185813567249586
18,9.0,-7.9185813567249586
19,9.0,-7.189693256138345
20,10.0,-7.189693256138345
21,10.0,0.0
