,step,action
0,0.0,0.0
1,0.0,8.38938045501709
2,1.0,8.38938045501709
3,1.0,7.853420734405518
4,2.0,7.853420734405518
5,2.0,6.939680576324463
6,3.0,6.939680576324463
7,3.0,5.577702522277832
8,4.0,5.577702522277832
9,4.0,5.141310214996338
10,5.0,5.141310214996338
11,5.0,3.768275260925293
12,6.0,3.768275260925293
13,6.0,3.506580352783203
14,7.0,3.506580352783203
15,7.0,2.6725966930389404
16,8.0,2.6725966930389404
17,8.0,2.257397174835205
18,9.0,2.257397174835205
19,9.0,2.005387306213379
20,10.0,2.005387306213379
21,10.0,0.0
