,step,action
0,0.0,0.0
1,0.0,20.41675784740547
2,1.0,20.41675784740547
3,1.0,19.265729193909568
4,2.0,19.265729193909568
5,2.0,10.372932084203658
6,3.0,10.372932084203658
7,3.0,-0.10679841815471658
8,4.0,-0.10679841815471658
9,4.0,-1.6233100522360822
10,5.0,-1.6233100522360822
11,5.0,-3.236829195971467
12,6.0,-3.236829195971467
13,6.0,-2.7280704244484566
14,7.0,-2.7280704244484566
15,7.0,-3.224860387656845
16,8.0,-3.224860387656845
17,8.0,-2.6672021079392527
18,9.0,-2.6672021079392527
19,9.0,-1.9380468792421013
20,10.0,-1.9380468792421013
21,10.0,0.0
