,step,action
0,0.0,0.0
1,0.0,8.808076858520508
2,1.0,8.808076858520508
3,1.0,0.716611385345459
4,2.0,0.716611385345459
5,2.0,0.8899217844009399
6,3.0,0.8899217844009399
7,3.0,1.7064884901046753
8,4.0,1.7064884901046753
9,4.0,0.7589395046234131
10,5.0,0.7589395046234131
11,5.0,3.0408923625946045
12,6.0,3.0408923625946045
13,6.0,3.4781715869903564
14,7.0,3.4781715869903564
15,7.0,-1.9992576837539673
16,8.0,-1.9992576837539673
17,8.0,2.229526996612549
18,9.0,2.229526996612549
19,9.0,2.2734053134918213
20,10.0,2.2734053134918213
21,10.0,0.0
