,step,action
0,0.0,0.0
1,0.0,13.218300819396973
2,1.0,13.218300819396973
3,1.0,13.12170124053955
4,2.0,13.12170124053955
5,2.0,11.440742492675781
6,3.0,11.440742492675781
7,3.0,-6.717606067657471
8,4.0,-6.717606067657471
9,4.0,-10.739468574523926
10,5.0,-10.739468574523926
11,5.0,-11.147863388061523
12,6.0,-11.147863388061523
13,6.0,-12.301898956298828
14,7.0,-12.301898956298828
15,7.0,-10.67699909210205
16,8.0,-10.67699909210205
17,8.0,-14.257563591003418
18,9.0,-14.257563591003418
19,9.0,-12.733926773071289
20,10.0,-12.733926773071289
21,10.0,0.0
