,0
1,8.189031705162515
2,6.936776736829368
3,6.192189556427751
4,5.636851009590831
5,5.657774341946211
6,5.147048374412908
7,4.888766523629762
8,4.469182922886505
9,4.343728673727501
10,3.8704171711044806
11,3.6670796506048466
12,3.543862705344427
13,3.458576660558549
14,3.3849372376013367
15,3.2300854760188873
16,3.0391427217691533
17,3.0044204653919198
18,3.015532731869093
19,2.9266013646561087
20,2.984874345556878
21,2.905632054463571
22,2.8950015374936946
23,2.897336202027051
24,2.9244968257551625
25,2.910485379522668
26,2.9022158376500156
27,2.9289481044825294
28,2.959486087997614
29,2.9149349636945483
30,2.866935394458575
31,2.89334933217238
32,2.8622936825449266
33,2.8995513632139396
34,2.877590267689694
35,2.841735778142103
36,2.8645703665999633
37,2.8669134442774578
38,2.841385476322479
39,2.777133769641658
40,2.7727881622761776
41,2.8111669380078137
42,2.8061567729303807
43,2.785290179543785
44,2.8100754599428877
45,2.7677069211504293
46,2.8095701537812934
47,2.772220675212802
48,2.7675613627796114
49,2.770471236603936
50,2.7690403364136804
51,2.7550443433714404
52,2.7452676502716526
53,2.759042096746503
54,2.766967602507272
55,2.7333491520936013
56,2.720340963282296
57,2.79029286385052
58,2.764407489453832
59,2.743623655230877
60,2.7700035695003535
61,2.7680629600679785
62,2.7350386891710117
63,2.730278140004474
64,2.7018478701118145
65,2.682928820379236
66,2.74684409204322
67,2.6963212974372333
68,2.717627526723987
69,2.6954631821210633
70,2.6898349472553744
71,2.6837380450716535
72,2.66787450528936
73,2.6585161523087404
74,2.689978521732978
75,2.6683650738937827
76,2.6815942127528984
77,2.7094942346419844
78,2.6300859913555144
79,2.6040762595015017
80,2.618977989134958
81,2.5940033889455556
82,2.585667624174774
83,2.620960202425433
84,2.600656967559919
85,2.5811148760492575
86,2.634078496959024
87,2.5900513720816107
88,2.590157233679712
89,2.5901251744234304
90,2.555300371530892
91,2.5851835893208586
92,2.602167312458824
93,2.557025342621462
94,2.5477373296223726
95,2.57865655588298
96,2.509366837390765
97,2.5640798251740904
98,2.5625488406959325
99,2.510253891012935
100,2.5211177433464576
101,2.512948151478433
102,2.511014852356884
103,2.488600297048573
104,2.529765468990565
105,2.5217471115120427
106,2.5257983595962186
107,2.5087106448280405
108,2.47622623774334
109,2.5326393748784954
110,2.5202232869024965
111,2.473497989819254
112,2.497940651331082
113,2.4442622459982184
114,2.5043836478565322
115,2.5136274879423155
116,2.458175563072202
117,2.4456779672346816
118,2.4731334616059084
119,2.4870934326001404
120,2.4669876516344207
121,2.444312124101256
122,2.447708006722195
123,2.4489880378787285
124,2.4767771996297876
125,2.4550120465143133
126,2.4643000183350723
