,step,action
0,0.0,0.0
1,0.0,6.327872276306152
2,1.0,6.327872276306152
3,1.0,6.125959873199463
4,2.0,6.125959873199463
5,2.0,6.061396598815918
6,3.0,6.061396598815918
7,3.0,5.31988000869751
8,4.0,5.31988000869751
9,4.0,4.51320743560791
10,5.0,4.51320743560791
11,5.0,5.025927543640137
12,6.0,5.025927543640137
13,6.0,4.3824615478515625
14,7.0,4.3824615478515625
15,7.0,3.8101015090942383
16,8.0,3.8101015090942383
17,8.0,4.457169532775879
18,9.0,4.457169532775879
19,9.0,4.0454206466674805
20,10.0,4.0454206466674805
21,10.0,0.0
