,step,action
0,0.0,0.0
1,0.0,18.66841349587048
2,1.0,18.66841349587048
3,1.0,19.43718704944434
4,2.0,19.43718704944434
5,2.0,11.58215173598165
6,3.0,11.58215173598165
7,3.0,5.057678208402607
8,4.0,5.057678208402607
9,4.0,-0.6782147699155416
10,5.0,-0.6782147699155416
11,5.0,-5.19026249305758
12,6.0,-5.19026249305758
13,6.0,-5.5637624554268195
14,7.0,-5.5637624554268195
15,7.0,-6.991265081229336
16,8.0,-6.991265081229336
17,8.0,-5.706483495480441
18,9.0,-5.706483495480441
19,9.0,-8.328271006459666
20,10.0,-8.328271006459666
21,10.0,0.0
