,step,action
0,0.0,0.0
1,0.0,6.837341785430908
2,1.0,6.837341785430908
3,1.0,6.074583530426025
4,2.0,6.074583530426025
5,2.0,5.594927787780762
6,3.0,5.594927787780762
7,3.0,4.985332489013672
8,4.0,4.985332489013672
9,4.0,4.006140232086182
10,5.0,4.006140232086182
11,5.0,4.014404773712158
12,6.0,4.014404773712158
13,6.0,3.076693296432495
14,7.0,3.076693296432495
15,7.0,3.199414014816284
16,8.0,3.199414014816284
17,8.0,2.599303722381592
18,9.0,2.599303722381592
19,9.0,2.7404849529266357
20,10.0,2.7404849529266357
21,10.0,0.0
