,0
1,7.483292025835349
2,7.018547520529251
3,6.701932000910427
4,6.551867047842426
5,6.45945435125069
6,6.495532499675718
7,6.364502029326841
8,6.230093790130239
9,6.031783721303119
10,5.993439903408918
11,5.916791325128166
12,5.870059944774934
13,5.75850940208524
14,5.626823036750462
15,5.549503788422217
16,5.501280618764006
17,5.465725725654847
18,5.473788979596025
19,5.325650907442399
20,5.257133569440863
21,5.159880495604831
22,5.193790709616344
23,5.154482277999242
24,5.0334783405600705
25,4.95243515644733
26,4.916382408633659
27,4.8218721846984565
28,4.752931102401739
29,4.638985857145128
30,4.576404809461539
31,4.574706027341426
32,4.492760203435232
33,4.523755496036708
34,4.399420079520945
35,4.310094819063364
36,4.2308997934841415
37,4.208812774549824
38,4.051057692770487
39,3.973912646005894
40,3.8707634397418067
41,3.7553392030576895
42,3.666674445404098
43,3.6271814505805353
44,3.513028602093609
45,3.4770657156404967
46,3.420038023386468
47,3.388659724591592
48,3.359320519726667
49,3.335182863437251
50,3.3327682444424402
51,3.3094460531283003
52,3.3150066342681987
53,3.3222486878678295
54,3.297154828600415
55,3.320648753819095
56,3.296260289651336
57,3.315541059551202
58,3.323048991285309
59,3.317597292324156
60,3.312011553949122
61,3.3110189178359746
62,3.297206585632658
63,3.3182026712580517
64,3.33175125816816
65,3.302141516063741
66,3.299521829172053
67,3.3113146610652238
68,3.2803598706677066
69,3.3246899729648023
70,3.3154636195541407
71,3.3335355599599543
72,3.3092677338169416
73,3.3285447623349045
74,3.3398817721558807
75,3.349700137541742
76,3.347872126966068
77,3.373183626917105
78,3.369048179225133
79,3.4119174645630808
80,3.4187225728544406
81,3.4440106706768683
82,3.488427066534412
83,3.4949717463003283
84,3.48742049048883
85,3.469975555861944
86,3.476238519334244
87,3.4691625475418526
88,3.461997229104054
89,3.476329784126017
90,3.492055661921662
91,3.4952628145821096
92,3.482905780165037
93,3.4652084857467016
94,3.496036530588674
95,3.4413628675910672
96,3.446074128100526
97,3.4575017759986872
98,3.4103880777316036
99,3.4372407541305634
100,3.414563139605613
101,3.438924450035608
102,3.405039103536658
103,3.3920320178177654
104,3.3801355440507947
105,3.3738191445858368
106,3.337784089164674
107,3.329994285156907
108,3.332828566764218
109,3.3213295155957794
110,3.3035464133071186
111,3.306622105148244
112,3.27724391603572
113,3.2958385609372796
114,3.316344868691826
115,3.312404159474309
116,3.316998271610854
117,3.3141197612588513
118,3.3010192446112554
119,3.336982712406263
120,3.331951721741909
121,3.322001401267605
122,3.3429843926286176
123,3.3275834678895833
124,3.317949647496126
125,3.306288414051136
126,3.3436596358770254
127,3.316580050965912
128,3.2946413247735267
129,3.2958887308730453
130,3.3075118430675254
131,3.3255557206147928
132,3.285585260507543
133,3.306193650244535
134,3.2954351182238084
135,3.2951358570460743
136,3.3076902044179604
137,3.303845554799699
138,3.2980445518311408
139,3.3038628932078495
140,3.3060947906717444
141,3.296498400911079
142,3.3047019739379784
143,3.2840490859457114
144,3.2934028048947868
145,3.2796529214214347
146,3.2906249961727747
147,3.2906932103400264
148,3.297080275011551
149,3.299038690014446
150,3.2965969126381167
151,3.29597980104701
152,3.321028490769727
153,3.331266405104175
154,3.3030038238429404
155,3.3264725881714448
156,3.3132281511798083
157,3.326412585516401
158,3.290637205534312
159,3.277266683689463
160,3.294303461410717
161,3.299591363330344
162,3.28256595543715
163,3.311162488015777
164,3.3008000854272046
165,3.2930528152745056
166,3.2993133548364995
167,3.286807361390109
168,3.29209004008176
169,3.2935739461398965
170,3.3193923222523507
171,3.2971218124394377
172,3.3147373004489475
173,3.3040223971632563
174,3.305719410934608
175,3.269383428879059
176,3.3015570750358854
177,3.304685386663452
178,3.306285343877323
179,3.3104628477877553
180,3.3180662710449
181,3.320344510166906
182,3.3239843180623074
183,3.2989232152234726
184,3.2686684457862336
185,3.2867637958160225
186,3.2961788857687693
187,3.2852350712359573
188,3.3084782102758794
189,3.3026666450744373
190,3.2903745004406986
191,3.3108971375149516
192,3.2711394854423568
193,3.3263318502159303
194,3.3260006162529008
195,3.3165074240801493
196,3.3221385161862798
197,3.357604935745403
198,3.3498319984874287
199,3.3928874955105117
200,3.3745215668324446
201,3.41479478074051
202,3.4328124656821437
203,3.4271156668741853
204,3.456086859083784
205,3.449967962501925
206,3.469711962749075
207,3.4893135955482615
208,3.470738032276293
209,3.4639794710774146
210,3.487988926067809
211,3.4341839618321393
212,3.4648664045284563
213,3.4174198921771266
214,3.414723290828725
215,3.3470477056305112
216,3.333955669533819
217,3.34176259945531
218,3.3224433832837006
219,3.344638303285162
220,3.3494349972996877
221,3.2916030415971798
222,3.287112441451293
223,3.2661792858901793
224,3.2703166086916333
225,3.2774177956705572
226,3.282884826731931
227,3.27570920625258
228,3.285159367274931
229,3.313455359847615
230,3.30525321814081
231,3.3051655000786555
232,3.317818581847425
233,3.29695332376444
234,3.2896477212071282
235,3.303585473695759
236,3.322500320891556
237,3.2898666331456985
238,3.279181090606947
239,3.286022003719741
