,step,action
0,0.0,0.0
1,0.0,6.737892150878906
2,1.0,6.737892150878906
3,1.0,6.863673686981201
4,2.0,6.863673686981201
5,2.0,5.061009883880615
6,3.0,5.061009883880615
7,3.0,4.386429309844971
8,4.0,4.386429309844971
9,4.0,4.2879133224487305
10,5.0,4.2879133224487305
11,5.0,3.7271697521209717
12,6.0,3.7271697521209717
13,6.0,3.7470345497131348
14,7.0,3.7470345497131348
15,7.0,2.74825119972229
16,8.0,2.74825119972229
17,8.0,1.933638095855713
18,9.0,1.933638095855713
19,9.0,2.061152935028076
20,10.0,2.061152935028076
21,10.0,0.0
