,step,action
0,0.0,0.0
1,0.0,29.33815876967244
2,1.0,29.33815876967244
3,1.0,22.04814286685
4,2.0,22.04814286685
5,2.0,12.682078367840079
6,3.0,12.682078367840079
7,3.0,1.0552835524795634
8,4.0,1.0552835524795634
9,4.0,-7.185945054943623
10,5.0,-7.185945054943623
11,5.0,-5.4321457801814415
12,6.0,-5.4321457801814415
13,6.0,-6.681163189733896
14,7.0,-6.681163189733896
15,7.0,-4.723535574558082
16,8.0,-4.723535574558082
17,8.0,-8.946790359960833
18,9.0,-8.946790359960833
19,9.0,-4.953766386992555
20,10.0,-4.953766386992555
21,10.0,0.0
