,0,1
0,0.0,0.0
1,0.014349064439223663,0.0286039841329672
2,0.057161925642807435,0.056975524100084114
3,0.11413931889557663,0.05697539761148374
4,0.17111671199497017,0.05697550530565941
5,0.22809410522617088,0.05697541452799234
6,0.2850714983440828,0.0569754916987215
7,0.3420488915576366,0.056975426565385366
8,0.3990262846903632,0.05697548187470386
9,0.45600367789324175,0.056975435149231375
10,0.5129810710383865,0.05697547479578589
11,0.5699584642316791,0.05697544127986341
12,0.6269358573796562,0.05697546970200465
13,0.6839132505655414,0.05697544566331901
14,0.7355848543540275,0.05111801230411442
15,0.7785119745687864,0.04102264942232327
16,0.8098246202608563,0.02837374921194028
17,0.8259876857063575,0.01020449492385286
18,0.8278773346484805,0.00036211408510292614
19,0.8278976485002424,-0.0008137105862380884
20,0.827957465130074,-0.0011852078517223823
21,0.8280053915336908,-0.0005848668149826432
22,0.8280061358326237,0.00039245910368228596
23,0.8279652088600841,0.0009413700799154597
24,0.8279193963686166,0.0006878366379446271
25,0.8279050627599582,-8.100982222523441e-05
26,0.8279300590438533,-0.0007045371181191786
27,0.8279707124001088,-0.0007088099130253813
28,0.8279934171107781,-0.00014870333413878278
29,0.8279818477475205,0.00047858115423478787
30,0.8279482320246445,0.0006703172543603988
31,0.8279211577751477,0.00031013049818338955
32,0.8279216945720713,-0.0002696704583853062
33,0.8279472383765497,-0.0005887416195180993
34,0.8279754843308575,-0.00041180290819208687
35,0.8279836004606587,8.407533675008601e-05
36,0.8279664841522842,0.00047774495724561806
37,0.8279395905298524,0.0004605687176522927
38,0.8279252031606311,7.239718602230465e-05
39,0.8279341247766651,-0.00034969440820629977
40,0.8279577199663373,-0.0004637714609258771
41,0.8279760696025487,-0.00019568825562259955
42,0.8279746407532147,0.00021555214385305985
43,0.8279557090886406,0.0004292195712344232
44,0.8279355612838887,0.0002834010409676504
45,0.8279305772385324,-8.501171833669147e-05
46,0.8279440180618886,-0.0003652645347194716
47,0.8279640438308177,-0.00033477841286736295
48,0.8279740666803426,-3.324190563900588e-05
49,0.8279664211153263,0.0002807594908506896
50,0.8279481602816575,0.0003516804990946451
51,0.8279346283583916,0.00013273463215156324
52,0.827936630976025,-0.00018457827634602296
53,0.8279518487290971,-0.0003375689558599272
54,0.8279673151228405,-0.0002086069018718229
55,0.8279704033407589,8.532680575533237e-05
56,0.8279591105691425,0.0002974439807393809
57,0.8279432336016279,0.00025815449404415614
58,0.8279359191576547,9.2600299552518e-06
59,0.8279428087477988,-0.00023744278946405878
60,0.8279577273227041,-0.00028072321063886315
