,step,action
0,0.0,0.0
1,0.0,4.979388236999512
2,1.0,4.979388236999512
3,1.0,4.923617362976074
4,2.0,4.923617362976074
5,2.0,5.24160099029541
6,3.0,5.24160099029541
7,3.0,5.340202331542969
8,4.0,5.340202331542969
9,4.0,5.008134841918945
10,5.0,5.008134841918945
11,5.0,4.808880805969238
12,6.0,4.808880805969238
13,6.0,4.989593982696533
14,7.0,4.989593982696533
15,7.0,5.080814838409424
16,8.0,5.080814838409424
17,8.0,4.9373459815979
18,9.0,4.9373459815979
19,9.0,4.636289596557617
20,10.0,4.636289596557617
21,10.0,0.0
