,step,action
0,0.0,0.0
1,0.0,0.12323547899723053
2,1.0,0.12323547899723053
3,1.0,11.47996711730957
4,2.0,11.47996711730957
5,2.0,-4.858829498291016
6,3.0,-4.858829498291016
7,3.0,-0.6653663516044617
8,4.0,-0.6653663516044617
9,4.0,0.36349207162857056
10,5.0,0.36349207162857056
11,5.0,0.07788027822971344
12,6.0,0.07788027822971344
13,6.0,-0.4802408516407013
14,7.0,-0.4802408516407013
15,7.0,0.7211891412734985
16,8.0,0.7211891412734985
17,8.0,0.4415631890296936
18,9.0,0.4415631890296936
19,9.0,0.566959023475647
20,10.0,0.566959023475647
21,10.0,0.0
