,step,action
0,0.0,0.0
1,0.0,18.309474296199642
2,1.0,18.309474296199642
3,1.0,17.09671293456253
4,2.0,17.09671293456253
5,2.0,9.591255449735986
6,3.0,9.591255449735986
7,3.0,1.7103089347605072
8,4.0,1.7103089347605072
9,4.0,-2.066157317651136
10,5.0,-2.066157317651136
11,5.0,-0.5142046134947131
12,6.0,-0.5142046134947131
13,6.0,-1.6471634699708826
14,7.0,-1.6471634699708826
15,7.0,-0.8977674815087555
16,8.0,-0.8977674815087555
17,8.0,-1.6960740745028335
18,9.0,-1.6960740745028335
19,9.0,-1.4151830913172647
20,10.0,-1.4151830913172647
21,10.0,0.0
