,step,action
0,0.0,0.0
1,0.0,7.387868881225586
2,1.0,7.387868881225586
3,1.0,5.868272304534912
4,2.0,5.868272304534912
5,2.0,6.081887245178223
6,3.0,6.081887245178223
7,3.0,5.730549335479736
8,4.0,5.730549335479736
9,4.0,5.834580421447754
10,5.0,5.834580421447754
11,5.0,5.311490535736084
12,6.0,5.311490535736084
13,6.0,5.9299750328063965
14,7.0,5.9299750328063965
15,7.0,5.992192268371582
16,8.0,5.992192268371582
17,8.0,5.271328449249268
18,9.0,5.271328449249268
19,9.0,5.250792503356934
20,10.0,5.250792503356934
21,10.0,0.0
