,step,action
0,0.0,0.0
1,0.0,27.37581788804223
2,1.0,27.37581788804223
3,1.0,26.421147345693388
4,2.0,26.421147345693388
5,2.0,12.858920074266758
6,3.0,12.858920074266758
7,3.0,0.4545629330936696
8,4.0,0.4545629330936696
9,4.0,-7.7295017714362295
10,5.0,-7.7295017714362295
11,5.0,-6.133975821079504
12,6.0,-6.133975821079504
13,6.0,-8.496536106704273
14,7.0,-8.496536106704273
15,7.0,-5.504426667786461
16,8.0,-5.504426667786461
17,8.0,-8.567497985361216
18,9.0,-8.567497985361216
19,9.0,-7.416012365105016
20,10.0,-7.416012365105016
21,10.0,0.0
