,step,action
0,0.0,0.0
1,0.0,20.37167186602297
2,1.0,20.37167186602297
3,1.0,17.707461840455398
4,2.0,17.707461840455398
5,2.0,11.201778592594902
6,3.0,11.201778592594902
7,3.0,4.488323258063131
8,4.0,4.488323258063131
9,4.0,-1.364144021891951
10,5.0,-1.364144021891951
11,5.0,-3.9926914028289895
12,6.0,-3.9926914028289895
13,6.0,-6.379723776258097
14,7.0,-6.379723776258097
15,7.0,-6.814384581777153
16,8.0,-6.814384581777153
17,8.0,-6.482058685550074
18,9.0,-6.482058685550074
19,9.0,-6.732049953175476
20,10.0,-6.732049953175476
21,10.0,0.0
