,step,action
0,0.0,0.0
1,0.0,28.105533599853516
2,1.0,28.105533599853516
3,1.0,-0.17047272622585297
4,2.0,-0.17047272622585297
5,2.0,4.2000298500061035
6,3.0,4.2000298500061035
7,3.0,3.307861328125
8,4.0,3.307861328125
9,4.0,4.7407026290893555
10,5.0,4.7407026290893555
11,5.0,4.110487937927246
12,6.0,4.110487937927246
13,6.0,4.5601630210876465
14,7.0,4.5601630210876465
15,7.0,4.459720611572266
16,8.0,4.459720611572266
17,8.0,3.855681896209717
18,9.0,3.855681896209717
19,9.0,3.213473320007324
20,10.0,3.213473320007324
21,10.0,0.0
