,step,action
0,0.0,0.0
1,0.0,19.52701416851002
2,1.0,19.52701416851002
3,1.0,17.544711449458635
4,2.0,17.544711449458635
5,2.0,11.422807277089909
6,3.0,11.422807277089909
7,3.0,5.552912171833717
8,4.0,5.552912171833717
9,4.0,0.48377805154275144
10,5.0,0.48377805154275144
11,5.0,-3.931481093854199
12,6.0,-3.931481093854199
13,6.0,-7.746450089165022
14,7.0,-7.746450089165022
15,7.0,-8.331878773689603
16,8.0,-8.331878773689603
17,8.0,-8.086404178471751
18,9.0,-8.086404178471751
19,9.0,-6.049215533258705
20,10.0,-6.049215533258705
21,10.0,0.0
