,step,action
0,0.0,0.0
1,0.0,27.464211444299465
2,1.0,27.464211444299465
3,1.0,25.645069401843795
4,2.0,25.645069401843795
5,2.0,14.029877673145961
6,3.0,14.029877673145961
7,3.0,-0.6929736702632061
8,4.0,-0.6929736702632061
9,4.0,-9.971476673668963
10,5.0,-9.971476673668963
11,5.0,-8.207357403060229
12,6.0,-8.207357403060229
13,6.0,-9.902784598745162
14,7.0,-9.902784598745162
15,7.0,-8.78108018520516
16,8.0,-8.78108018520516
17,8.0,-9.976823603536698
18,9.0,-9.976823603536698
19,9.0,-9.556830169477209
20,10.0,-9.556830169477209
21,10.0,0.0
