,step,action
0,0.0,0.0
1,0.0,29.863192925070273
2,1.0,29.863192925070273
3,1.0,28.61475511089549
4,2.0,28.61475511089549
5,2.0,16.2912304915106
6,3.0,16.2912304915106
7,3.0,-4.279022019338461
8,4.0,-4.279022019338461
9,4.0,-12.564723144610848
10,5.0,-12.564723144610848
11,5.0,-11.297740849558522
12,6.0,-11.297740849558522
13,6.0,-11.3859356178264
14,7.0,-11.3859356178264
15,7.0,-12.504335149045179
16,8.0,-12.504335149045179
17,8.0,-14.360553563954399
18,9.0,-14.360553563954399
19,9.0,-12.973228225666043
20,10.0,-12.973228225666043
21,10.0,0.0
