,step,action
0,0.0,0.0
1,0.0,29.290521252765032
2,1.0,29.290521252765032
3,1.0,25.330640402325955
4,2.0,25.330640402325955
5,2.0,11.716778879283552
6,3.0,11.716778879283552
7,3.0,-0.134966185825105
8,4.0,-0.134966185825105
9,4.0,-4.685120305422328
10,5.0,-4.685120305422328
11,5.0,-5.129052536799438
12,6.0,-5.129052536799438
13,6.0,-7.668851156228413
14,7.0,-7.668851156228413
15,7.0,-8.039041496881644
16,8.0,-8.039041496881644
17,8.0,-7.543822047813742
18,9.0,-7.543822047813742
19,9.0,-4.481133287315744
20,10.0,-4.481133287315744
21,10.0,0.0
