,step,action
0,0.0,0.0
1,0.0,19.7532315680749
2,1.0,19.7532315680749
3,1.0,17.63310057678369
4,2.0,17.63310057678369
5,2.0,11.704626431502607
6,3.0,11.704626431502607
7,3.0,5.402869151131153
8,4.0,5.402869151131153
9,4.0,-0.11078585818698805
10,5.0,-0.11078585818698805
11,5.0,-4.372018845695207
12,6.0,-4.372018845695207
13,6.0,-7.228294516958349
14,7.0,-7.228294516958349
15,7.0,-7.646750195971257
16,8.0,-7.646750195971257
17,8.0,-7.556337369635737
18,9.0,-7.556337369635737
19,9.0,-6.493835204516727
20,10.0,-6.493835204516727
21,10.0,0.0
