,step,action
0,0.0,0.0
1,0.0,13.293742179870605
2,1.0,13.293742179870605
3,1.0,14.263928413391113
4,2.0,14.263928413391113
5,2.0,12.415938377380371
6,3.0,12.415938377380371
7,3.0,1.6919269561767578
8,4.0,1.6919269561767578
9,4.0,-3.002445936203003
10,5.0,-3.002445936203003
11,5.0,-4.988430500030518
12,6.0,-4.988430500030518
13,6.0,-4.239247798919678
14,7.0,-4.239247798919678
15,7.0,-4.209410190582275
16,8.0,-4.209410190582275
17,8.0,-4.979026794433594
18,9.0,-4.979026794433594
19,9.0,-4.708060264587402
20,10.0,-4.708060264587402
21,10.0,0.0
