,step,action
0,0.0,0.0
1,0.0,16.269563674926758
2,1.0,16.269563674926758
3,1.0,6.580562591552734
4,2.0,6.580562591552734
5,2.0,5.430791854858398
6,3.0,5.430791854858398
7,3.0,5.37359619140625
8,4.0,5.37359619140625
9,4.0,4.970592498779297
10,5.0,4.970592498779297
11,5.0,5.825370788574219
12,6.0,5.825370788574219
13,6.0,6.614653587341309
14,7.0,6.614653587341309
15,7.0,4.226329326629639
16,8.0,4.226329326629639
17,8.0,4.6814398765563965
18,9.0,4.6814398765563965
19,9.0,5.459654331207275
20,10.0,5.459654331207275
21,10.0,0.0
