,step,action
0,0.0,0.0
1,0.0,27.563481954505136
2,1.0,27.563481954505136
3,1.0,26.486557275756855
4,2.0,26.486557275756855
5,2.0,11.548381686220333
6,3.0,11.548381686220333
7,3.0,-2.7210045892522916
8,4.0,-2.7210045892522916
9,4.0,-6.206227616033438
10,5.0,-6.206227616033438
11,5.0,-8.038939002600042
12,6.0,-8.038939002600042
13,6.0,-5.359106684489285
14,7.0,-5.359106684489285
15,7.0,-7.545241467493549
16,8.0,-7.545241467493549
17,8.0,-5.584592823491008
18,9.0,-5.584592823491008
19,9.0,-5.907626300853741
20,10.0,-5.907626300853741
21,10.0,0.0
