,step,action
0,0.0,0.0
1,0.0,13.1122407913208
2,1.0,13.1122407913208
3,1.0,3.333545207977295
4,2.0,3.333545207977295
5,2.0,4.565771102905273
6,3.0,4.565771102905273
7,3.0,3.9718871116638184
8,4.0,3.9718871116638184
9,4.0,4.314691066741943
10,5.0,4.314691066741943
11,5.0,3.314531087875366
12,6.0,3.314531087875366
13,6.0,4.733675003051758
14,7.0,4.733675003051758
15,7.0,4.622142791748047
16,8.0,4.622142791748047
17,8.0,3.01192045211792
18,9.0,3.01192045211792
19,9.0,3.276984691619873
20,10.0,3.276984691619873
21,10.0,0.0
